"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Apple Card","","09/16/2024","IKEA Restaurant","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$11.47,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/16/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$8.51,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/16/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$4.68,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/15/2024","AAA","Subscriptions ⏱️: AAA","Subscriptions ⏱️","AAA","",$106.00,$0.00,"Reconciled"
"Apple Card","","09/15/2024","Wawa","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$54.36,$0.00,"Reconciled"
"Apple Card","","09/15/2024","First Watch","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$53.40,$0.00,"Reconciled"
"Apple Card","","09/15/2024","Apple Services","Subscriptions ⏱️: Apple One","Subscriptions ⏱️","Apple One","",$40.08,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/15/2024","Supportinge","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$40.00,$0.00,"Reconciled"
"Apple Card","","09/15/2024","The LEGO Store","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$36.40,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/15/2024","Amazon","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$28.36,$0.00,"Reconciled"
"Apple Card","","09/15/2024","Erin McKenna's Bakery NYC","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$24.84,$0.00,"Reconciled"
"Apple Card","","09/15/2024","B.B. Wolf's Sausage Co.","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.56,$0.00,"Reconciled"
"Apple Card","","09/15/2024","Nyx*Nayax Vending 46","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$10.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/15/2024","Joffrey's Co","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$9.70,$0.00,"Reconciled"
"Apple Card","","09/15/2024","World of Disney","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$3.82,$0.00,"Reconciled"
"Apple Card","","09/15/2024","Wawa","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$2.68,$0.00,"Reconciled"
"Apple Card","","09/14/2024","Gloss* Teryn Tucker -","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$87.13,$0.00,"Reconciled"
"Apple Card","","09/14/2024","Chick-fil-A","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.02,$0.00,"Reconciled"
"Apple Card","","09/14/2024","EA - Cafeteria","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$5.86,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/13/2024","Shawna Rathie Schultz","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$150.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/13/2024","CVS","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$61.83,$0.00,"Reconciled"
"Citi Costco Card","","09/13/2024","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$37.83,$0.00,"Reconciled"
"Shared Checking (1852)","","09/13/2024","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$25.61,$0.00,"Reconciled"
"Apple Card","","09/13/2024","Starbucks","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$25.00,$0.00,"Reconciled"
"Citi Costco Card","","09/13/2024","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$23.42,$0.00,"Reconciled"
"Shared Checking (1852)","","09/12/2024","Transfer to Venmo","Fixed Monthly Expenses: Cleaning ✨","Fixed Monthly Expenses","Cleaning ✨","",$165.00,$0.00,"Reconciled"
"Shared Checking (1852)","","09/12/2024","Transfer to Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$90.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/12/2024","Ascent Autism","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$49.50,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/12/2024","Immunolytic","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$43.60,$0.00,"Reconciled"
"Shared Checking (1852)","","09/12/2024","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$38.51,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/12/2024","Amazon","Variable Expenses: Home Improvement 🏗️","Variable Expenses","Home Improvement 🏗️","",$13.90,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/12/2024","Audible","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$12.70,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/12/2024","Amazon","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$10.65,$0.00,"Reconciled"
"Citi Costco Card","","09/12/2024","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$0.00,$14.18,"Reconciled"
"Chase Sapphire (1661)","","09/11/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$352.23,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/11/2024","Tokyo Sushi Hibachi","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$79.13,$0.00,"Reconciled"
"Apple Card","","09/11/2024","Publix","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$28.95,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/11/2024","Burger King","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.55,$0.00,"Reconciled"
"Apple Card","","09/10/2024","Fullscript* R639183229","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$75.58,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/10/2024","Amazon","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$32.49,$0.00,"Reconciled"
"Apple Card","","09/10/2024","Tijuana Flats","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$22.66,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/10/2024","Amazon","Variable Expenses: Home Improvement 🏗️","Variable Expenses","Home Improvement 🏗️","",$21.39,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/10/2024","Steam","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$14.99,$0.00,"Reconciled"
"Apple Card","","09/10/2024","Tropical Smoothie Cafe","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.58,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/10/2024","Ascent Autism","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.99,$0.00,"Reconciled"
"Shared Checking (1852)","","09/09/2024","Student Accounts","Fixed Monthly Expenses: Mel Education","Fixed Monthly Expenses","Mel Education","",$646.48,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/09/2024","Playstation Network","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$59.99,$0.00,"Reconciled"
"Citi Costco Card","","09/09/2024","Costco Gas","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$50.01,$0.00,"Reconciled"
"Apple Card","","09/09/2024","Flewdstresscare","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$41.32,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/08/2024","Fullscript","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$302.56,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/08/2024","Alive Well Pharmacy New","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$134.98,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/08/2024","PlayStation","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$23.99,$0.00,"Reconciled"
"Apple Card","","09/08/2024","Paypal *paddle.Net","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$23.88,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/08/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$21.88,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/08/2024","Amazon","Variable Expenses: Pets 🐾","Variable Expenses","Pets 🐾","",$18.28,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/08/2024","Amazon","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$8.35,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/08/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$2.58,$0.00,"Reconciled"
"Apple Card","","09/07/2024","Black Bean Deli","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$74.88,$0.00,"Reconciled"
"Apple Card","","09/07/2024","Publix","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$27.14,$0.00,"Reconciled"
"Apple Card","","09/07/2024","Publix","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$20.00,$0.00,"Reconciled"
"Shared Checking (1852)","","09/06/2024","Duke Energy","Fixed Monthly Expenses: Electricity 💡","Fixed Monthly Expenses","Electricity 💡","",$486.74,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/06/2024","Shawna Rathie Schultz","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$150.00,$0.00,"Reconciled"
"Apple Card","","09/06/2024","Renzosvitamins","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$62.96,$0.00,"Reconciled"
"Apple Card","","09/06/2024","Publix","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$44.23,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/06/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$42.70,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/06/2024","Amazon","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$32.09,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/06/2024","YouTube Premium","Hidden Categories: YouTube Premium","Hidden Categories","YouTube Premium","",$9.10,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/05/2024","Maitland Montessori Schoo","Fixed Monthly Expenses: School 🏫","Fixed Monthly Expenses","School 🏫","",$1427.19,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/05/2024","Allegro Music Center","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$28.36,$0.00,"Reconciled"
"Apple Card","","09/05/2024","Grubhub","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$21.57,$0.00,"Reconciled"
"Citi Costco Card","","09/04/2024","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$168.13,$0.00,"Reconciled"
"Apple Card","","09/04/2024","Alchemy the Hair Salon","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$113.82,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/04/2024","Integrative Peptides","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$110.00,$0.00,"Reconciled"
"Apple Card","","09/04/2024","Apple Services","Hidden Categories: Coconote 📝","Hidden Categories","Coconote 📝","",$99.99,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/04/2024","Primal Trust Academy","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$96.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","09/04/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$65.64,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/04/2024","Amazon","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$42.79,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/04/2024","Oracle America Inc","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$0.15,$0.00,"Reconciled"
"Shared Checking (1852)","","09/03/2024","Lowes","Hidden Categories: Garden 🌱","Hidden Categories","Garden 🌱","",$835.82,$0.00,"Reconciled"
"Shared Checking (1852)","","09/03/2024","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$254.62,$0.00,"Reconciled"
"Shared Checking (1852)","","09/03/2024","Transfer to Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$140.00,$0.00,"Reconciled"
"Apple Card","","09/03/2024","Viet-Nomz","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$71.07,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/03/2024","Amazon","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$37.45,$0.00,"Reconciled"
"Apple Card","","09/03/2024","Jeremiah's Italian Ice","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$30.51,$0.00,"Reconciled"
"Shared Checking (1852)","","09/03/2024","Check","Hidden Categories: SSC Honors Purchases (will be reimbursed)","Hidden Categories","SSC Honors Purchases (will be reimbursed)","",$0.00,$112.19,"Reconciled"
"Chase Sapphire (1661)","","09/02/2024","Mindworks Psychologic","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$165.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/01/2024","Researched Nutritionals","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$79.98,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/01/2024","Lymecore Botanicals","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$57.99,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/01/2024","Outschool","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$35.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/01/2024","Amazon","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$23.53,$0.00,"Reconciled"
"Apple Card","","08/31/2024","","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$112.13,$0.00,"Uncleared"
"Apple Card","","08/31/2024","","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$100.00,$0.00,"Uncleared"
"Apple Card","","08/31/2024","Dri*Yamaha","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$72.07,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Apple Online Store","Hidden Categories: iPhone 14","Hidden Categories","iPhone 14","",$54.08,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Apple Store","Paying Off: iPhone 15","Paying Off","iPhone 15","",$49.07,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Buoy Hydration","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$33.15,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Primark Florida Mall 1","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$11.18,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Apple Online Store","Hidden Categories: Apple Pencil ✏️","Hidden Categories","Apple Pencil ✏️","",$8.66,$0.00,"Reconciled"
"Apple Card","","08/31/2024","Apple Online Store","Hidden Categories: Apple Pencil ✏️","Hidden Categories","Apple Pencil ✏️","",$2.08,$0.00,"Reconciled"
"Apple Card","","08/30/2024","Dri*Yamaha","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$180.18,$0.00,"Reconciled"
"Chase Sapphire (1661)","","08/30/2024","Paul's Pool Service Inc","Fixed Monthly Expenses: Pool Service 🏊","Fixed Monthly Expenses","Pool Service 🏊","",$175.00,$0.00,"Reconciled"
"Shared Checking (1852)","","08/30/2024","Transfer to Venmo","Fixed Monthly Expenses: Cleaning ✨","Fixed Monthly Expenses","Cleaning ✨","",$165.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","08/30/2024","Shawna Rathie Schultz","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$150.00,$0.00,"Reconciled"
"Citi Costco Card","","08/30/2024","Costco Gas","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$51.16,$0.00,"Reconciled"
"Apple Card","","08/30/2024","Aldi","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$42.47,$0.00,"Reconciled"
"Apple Card","","08/30/2024","EA - Cafeteria","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.72,$0.00,"Reconciled"
"Apple Card","","08/30/2024","Apple","Hidden Categories: Calm Harm 🌞","Hidden Categories","Calm Harm 🌞","",$1.99,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","08/29/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$214.88,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","08/29/2024","Old Navy","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$139.97,$0.00,"Reconciled"
"Apple Card","","08/29/2024","Etsy","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$78.11,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","08/29/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$65.50,$0.00,"Reconciled"
